outcome,text,appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,outcome
Granted,appeal_district: North-Central | trial_district: Missing | offence: Election_petition | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-Central,Missing,Election_petition,Appeal_granted,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Election_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Election_petition,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: South-South | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,South-South,Dispute,Payment_damages,0,0,0,2,2,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-South | offence: Dispute | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-South,Dispute,Missing,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Claim_for_recovery | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Claim_for_recovery,Payment_damages,0,1,0,2,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Dispute | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Dispute,Missing,0,0,0,1,1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-East | offence: Dispute | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-East,Dispute,Appeal_granted,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Payment_damages,0,0,0,2,2,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Trespassing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Trespassing,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-East | offence: Missing | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-East,Missing,Appeal_granted,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Dispute,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Theft | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Theft,Payment_damages,0,0,0,1,1,-1,1,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-East | offence: Dispute | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-East,Dispute,Appeal_granted,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 2 | no_male_appealant: 2 | no_female_appealant: -1 | no_public_witness: 5 | no_eye_witness: 2 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Murder_manslaughter,Death,0,0,0,2,2,-1,5,2,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Civil_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Civil_petition,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Libel | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Libel,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: Missing | offence: Others | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,Missing,Others,Payment_damages,0,0,0,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: Missing | offence: Election_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,Missing,Election_petition,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Appeal_dismissed | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Appeal_dismissed,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: South-East | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,South-East,Dispute,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Granted,appeal_district: South-South | trial_district: South-South | offence: Trespassing | sentence: Missing | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-South,South-South,Trespassing,Missing,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Civil_petition | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Civil_petition,Appeal_granted,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Trespassing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Trespassing,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Murder_manslaughter,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: South-East | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 5 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,South-East,Murder_manslaughter,Death,0,0,0,1,1,-1,5,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Theft | sentence: Appeal_dismissed | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Theft,Appeal_dismissed,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-East | trial_district: Missing | offence: Trespassing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-East,Missing,Trespassing,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-East | trial_district: Missing | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-East,Missing,Dispute,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Murder_manslaughter | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Murder_manslaughter,Payment_damages,0,0,0,1,-1,-1,-1,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Prison_term | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Prison_term,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: North-Central | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,North-Central,Dispute,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Granted,appeal_district: South-South | trial_district: Missing | offence: Curroption_abuse_office | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-South,Missing,Curroption_abuse_office,Appeal_granted,0,0,0,1,1,-1,0,0,0,Granted
Dismissed,appeal_district: South-South | trial_district: Missing | offence: Election_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,Missing,Election_petition,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Curroption_abuse_office | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Curroption_abuse_office,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Civil_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Civil_petition,Payment_damages,0,0,0,1,1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Curroption_abuse_office | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Curroption_abuse_office,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Civil_petition | sentence: Appeal_dismissed | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Civil_petition,Appeal_dismissed,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Dispute,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: South-South | offence: Fraud_impersonation | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 3 | no_male_appealant: 3 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,South-South,Fraud_impersonation,Payment_damages,0,0,0,3,3,0,0,0,0,Dismissed
Dismissed,appeal_district: North-West | trial_district: North-West | offence: Election_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,North-West,Election_petition,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Fraud_impersonation | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Fraud_impersonation,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Election_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,FCT,Election_petition,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Granted,appeal_district: North-Central | trial_district: Missing | offence: Missing | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-Central,Missing,Missing,Appeal_granted,0,0,0,1,1,0,0,0,0,Granted
Dismissed,appeal_district: South-West | trial_district: Missing | offence: Election_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,Missing,Election_petition,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: South-South | offence: Civil_petition | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,South-South,Civil_petition,Appeal_granted,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Dispute,Appeal_granted,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Others | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Others,Appeal_granted,0,0,0,1,1,0,0,0,0,Granted
Dismissed,appeal_district: South-East | trial_district: Missing | offence: Others | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-East,Missing,Others,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Civil_petition | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,FCT,Civil_petition,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Dispute,Appeal_granted,0,0,0,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Murder_manslaughter | sentence: Death | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 2 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Murder_manslaughter,Death,0,0,0,1,1,0,2,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Others | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Others,Appeal_granted,0,0,0,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Murder_manslaughter | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Murder_manslaughter,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: -1 | no_eye_witness: 0 | no_defense_witness: 3 | outcome: Dismissed,Missing,South-West,Dispute,Payment_damages,0,0,0,1,1,0,-1,0,3,Dismissed
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Missing | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: -1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,FCT,Missing,Payment_damages,0,0,0,1,1,0,-1,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: North-West | offence: Others | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,North-West,Others,Payment_damages,0,0,0,1,1,0,1,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Dispute | sentence: Appeal_dismissed | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Dispute,Appeal_dismissed,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Libel | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 2 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Libel,Payment_damages,0,0,0,1,1,0,0,2,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Dispute,Appeal_granted,0,0,0,1,1,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: South-South | offence: Dispute | sentence: Appeal_granted | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-South,Dispute,Appeal_granted,0,0,0,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Dispute,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Fraud_impersonation | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Fraud_impersonation,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Dispute | sentence: Payment_damages | no_complainant: 0 | no_male_complainant: 0 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Dispute,Payment_damages,0,0,0,1,1,0,0,0,0,Dismissed
