outcome,text,appeal_district,trial_district,offence,sentence,no_complainant,no_male_complainant,no_female_complainant,no_appealant,no_male_appealant,no_female_appealant,no_public_witness,no_eye_witness,no_defense_witness,outcome
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-South | offence: Dispute | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-South,Dispute,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Missing,Missing,1,-1,-1,2,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: -1 | no_eye_witness: -1 | no_defense_witness: -1 | outcome: Dismissed,Missing,South-East,Trespassing,Missing,-1,-1,-1,-1,-1,-1,-1,-1,-1,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Armed_robbery | sentence: Prison_term | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Armed_robbery,Prison_term,1,1,0,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: 0 | no_female_complainant: 1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 1 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Missing,1,0,1,1,1,0,1,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Missing,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Trespassing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: North-West | trial_district: North-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 2 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,North-West,Trespassing,Fine,-1,-1,-1,2,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Missing,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-East | trial_district: South-East | offence: Unlawful_possession | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 7 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-East,South-East,Unlawful_possession,Missing,1,-1,-1,1,-1,-1,7,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Trespassing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: South-South | trial_district: South-South | offence: Human_rights_violation | sentence: Others | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-South,South-South,Human_rights_violation,Others,-1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Trespassing,Missing,-1,-1,-1,1,1,0,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Murder_manslaughter | sentence: Death | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Murder_manslaughter,Death,1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-South | trial_district: South-South | offence: Trespassing | sentence: Missing | no_complainant: 1 | no_male_complainant: 0 | no_female_complainant: 1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 2 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,South-South,Trespassing,Missing,1,0,1,1,1,0,2,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Trespassing,Fine,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Trespassing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: 2 | no_male_complainant: 2 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 4 | no_eye_witness: 0 | no_defense_witness: 1 | outcome: Granted,Missing,Missing,Missing,Missing,2,2,0,1,1,0,4,0,1,Granted
Granted,appeal_district: South-South | trial_district: South-South | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-South,South-South,Trespassing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: South-South | trial_district: South-South | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-South,South-South,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 2 | no_eye_witness: 0 | no_defense_witness: 1 | outcome: Dismissed,Missing,Missing,Murder_manslaughter,Death,-1,-1,-1,1,1,0,2,0,1,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-South | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 0 | no_female_appealant: 1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-South,Murder_manslaughter,Death,-1,-1,-1,1,0,1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-South | offence: Trespassing | sentence: Fine | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 3 | no_eye_witness: 3 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-South,Trespassing,Fine,1,1,0,1,1,0,3,3,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Others | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Others,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Law_of_tort | sentence: Fine | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Law_of_tort,Fine,1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: South-West | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,Missing,Missing,Missing,1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: FCT | trial_district: FCT | offence: Claim_for_recovery | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,FCT,FCT,Claim_for_recovery,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Trespassing,Fine,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Claim_for_recovery | sentence: Fine | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Claim_for_recovery,Fine,1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: 1 | no_female_complainant: 0 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Missing,Missing,1,1,0,1,1,0,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Missing,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: South-South | trial_district: South-South | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-South,South-South,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Conspiracy | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Conspiracy,Prison_term,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: North-West | trial_district: South-West | offence: Others | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 3 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-West,South-West,Others,Missing,-1,-1,-1,3,-1,-1,0,0,0,Granted
Dismissed,appeal_district: North-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,North-West,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Trespassing | sentence: Others | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Trespassing,Others,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: North-Central | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,North-Central,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Trespassing,Fine,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-South | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-South,Trespassing,Fine,-1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: North-Central | offence: Murder_manslaughter | sentence: Death | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,North-Central,Murder_manslaughter,Death,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 4 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Trespassing,Fine,-1,-1,-1,4,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Theft | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Theft,Prison_term,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Missing,1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: South-West | trial_district: South-West | offence: Murder_manslaughter | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Murder_manslaughter,Prison_term,-1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Trespassing,Fine,-1,-1,-1,1,1,0,0,0,0,Dismissed
Granted,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-East | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-East,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Law_of_tort | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Law_of_tort,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Human_rights_violation | sentence: Fine | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Human_rights_violation,Fine,1,-1,-1,1,-1,-1,0,0,0,Granted
Granted,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: 1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Missing,Missing,1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: FCT | offence: Unlawful_possession | sentence: Prison_term | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,FCT,Unlawful_possession,Prison_term,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Trespassing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: 1 | no_female_appealant: 0 | no_public_witness: 2 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Trespassing,Missing,-1,-1,-1,1,1,0,2,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: South-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,South-West,Trespassing,Fine,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: South-West | trial_district: South-West | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,South-West,South-West,Trespassing,Fine,-1,-1,-1,1,-1,-1,0,0,0,Dismissed
Granted,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,Missing,Missing,Missing,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Granted
Granted,appeal_district: South-West | trial_district: South-West | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: 1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Granted,South-West,South-West,Missing,Missing,-1,-1,-1,1,-1,-1,0,0,0,Granted
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Missing | sentence: Missing | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Missing,Missing,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
Dismissed,appeal_district: Missing | trial_district: Missing | offence: Trespassing | sentence: Fine | no_complainant: -1 | no_male_complainant: -1 | no_female_complainant: -1 | no_appealant: -1 | no_male_appealant: -1 | no_female_appealant: -1 | no_public_witness: 0 | no_eye_witness: 0 | no_defense_witness: 0 | outcome: Dismissed,Missing,Missing,Trespassing,Fine,-1,-1,-1,-1,-1,-1,0,0,0,Dismissed
